"<ID>";"N0 être V-n";"N1 V W";"N2 V N1";"<ENT>Ppv";"Ppv =: se figé";"Ppv =: le figé";"<ENT>V";"Aux =: avoir";"Aux =: être";"dé-V";"N1 =: Nhum";"N0 lui V N1pc W";"N0 V N1 Loc N1pc W";"N0 V N0pc W";"N1 =: N-hum";"N1 =: le fait Qu P";"N1 être V-n";"Ppv =: le";"N0 V N1";"Prép2";"N2 =: Nhum";"N2 =: N-hum";"N2 =: le fait Qu P";"N2 être V-n";"N2 =: Npl obl";"Ppv =: y";"Ppv =: en";"N0 V Prép N2";"N1 être Vpp W";"N0 V N2 (E+Loc N1)";"N0 être V-n (forme V-n)";"N1 être V-n (forme V-n)";"N2 être V-n (forme V-n)";"<OPT>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"98";"-";"-";"-";"<E>";"-";"-";"distiller";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"en";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max distille son vin en marc"
"99";"-";"-";"+";"<E>";"-";"-";"diviser";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"Max divise quatre par deux"
"100";"-";"-";"-";"<E>";"-";"-";"documenter";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"en";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max a documenté Léa en Math"
"101";"~";"~";"~";"<E>";"-";"-";"doubler";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Le producteur a doublé l'acteur par un cascadeur"
"102";"-";"-";"-";"<E>";"-";"-";"dresser";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max dresse Luc contre Ida"
"103";"-";"-";"-";"<E>";"-";"-";"échanger";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"contre";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max a échangé son lit(contre+pour)une chaise(à+avec)Luc"
"104";"-";"-";"-";"<E>";"-";"-";"échanger";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"avec";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max échange (des regards+des coups+des balles)avec Luc"
"105";"-";"-";"+";"<E>";"-";"-";"économiser";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"sur";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"<E>";"économie";"<E>";"Max a économisé une grosse somme sur cet achat"
"106";"-";"-";"-";"<E>";"-";"-";"écraser";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"en";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max a écrasé (la mouche+la gousse d 'ail)"
"107";"-";"-";"-";"<E>";"-";"-";"écrire";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"avec";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"<E>";"<E>";"<E>";"Max écrit ce mot(E+avec deux r)"
"108";"~";"~";"~";"<E>";"-";"-";"édifier";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a édifié Luc sur cette question"
"109";"-";"-";"-";"<E>";"-";"-";"élever";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"contre";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max élève des(protestations+doutes)contre les abus"
"110";"-";"+";"-";"<E>";"-";"-";"embrayer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"par";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"<E>";"<E>";"<E>";"Max a embrayé sa soirée par un bon repas"
"111";"-";"-";"+";"<E>";"-";"-";"embrouiller";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a embrouillé le problème(avec+par)ces remarques"
"112";"~";"~";"~";"<E>";"-";"-";"employer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"comme";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max emploie cet adjectif comme nom"
"113";"-";"-";"-";"<E>";"-";"-";"engager";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"César a engagé une légion contre les gaulois"
"114";"-";"-";"-";"<E>";"-";"-";"enquêter";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"sur";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"<E>";"<E>";"<E>";"On enquête les(magasins+commerçants)sur leur stock"
"115";"-";"-";"+";"<E>";"-";"-";"entamer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a entamé son discours par une citation"
"116";"-";"-";"-";"<E>";"-";"-";"épargner";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"sur";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"<E>";"épargne";"<E>";"Max fait de l' épargne "
"117";"~";"~";"~";"<E>";"-";"-";"équilibrer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max équilibre les recettes par les dépenses"
"118";"-";"-";"-";"<E>";"-";"-";"ériger";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"en";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"La foule a érigé Max en demi-dieu"
"119";"-";"-";"-";"<E>";"-";"-";"essayer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"+";"+";"-";"+";"-";"-";"-";"+";"-";"-";"<E>";"<E>";"essai";"Max essaye ce médicament sur un cobaye"
"120";"~";"~";"~";"<E>";"-";"-";"essuyer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de+de la part de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a essuyé un refus de la part de Paul"
"121";"~";"~";"~";"<E>";"-";"-";"établir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a établi sa réputation sur des scandales"
"122";"-";"-";"-";"<E>";"-";"-";"étaler";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Jo étale ses paiements sur un an"
"123";"-";"-";"+";"<E>";"-";"-";"exemplifier";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"par";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"exemple";"Max exemplifie ce problème pour une série d'exemples"
"124";"~";"~";"~";"<E>";"-";"-";"exercer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"La religion exerce son influence sur les masses"
"125";"-";"-";"-";"<E>";"-";"-";"expérimenter";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"+";"+";"-";"+";"-";"-";"-";"+";"-";"-";"<E>";"<E>";"?";"Max a expérimenté Le sérum sur les cobayes"
"126";"-";"-";"+";"<E>";"-";"-";"expier";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"par";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max expie son crime(E+par un châtiment)"
"127";"-";"-";"+";"<E>";"-";"-";"expliquer";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"par";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"explication";"Max explique l'épidémie ,par l'absence d'hygiène"
"128";"~";"~";"~";"<E>";"-";"-";"exprimer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max exprime sa passion par la peinture"
"129";"~";"~";"~";"<E>";"-";"-";"extrapoler";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max extrapole ces données à partir de ces mesures"
"130";"-";"-";"-";"<E>";"-";"-";"façonner";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"en";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"<E>";"<E>";"<E>";"Max a façonné la glaise en boule"
"131";"~";"~";"~";"<E>";"-";"-";"faire";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a fait un château de ce taudis"
"132";"-";"-";"-";"<E>";"-";"-";"familiariser";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"avec";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Ceci vous familiarisera avec la montagne"
"133";"-";"-";"+";"<E>";"-";"-";"fermer";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"par";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"fermeture";"Max a fermé la séance par un discours"
"134";"-";"+";"+";"<E>";"-";"-";"figurer";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"figure";"Max figure l'église par une croix sur le plan"
"135";"~";"~";"~";"<E>";"-";"-";"finir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a fini le col en(E+forme de)pointe"
"136";"-";"+";"+";"<E>";"-";"-";"finir";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"par";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"fin";"Max a fini son discours par une citation"
"137";"~";"~";"~";"<E>";"-";"-";"fixer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a fixé son chois sur cette auto"
"138";"~";"~";"~";"<E>";"-";"-";"focaliser";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max focalise son attention sur ce problème"
"139";"-";"-";"+";"<E>";"-";"-";"gager";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"sur";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"<E>";"<E>";"gage";"On a gagé l'emprunt sur le cours de l'or"
"140";"-";"+";"-";"<E>";"-";"-";"gagner";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"sur";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"<E>";"gain";"<E>";"Le train gagne 10 min sur l'horaire"
"141";"-";"-";"-";"<E>";"-";"-";"garantir";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"contre";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Ce fabricant garantit ses montres contre tout vice de fabrication"
"142";"~";"~";"~";"<E>";"-";"-";"garantir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Ces rideaux garantissent du soleil"
"143";"~";"~";"~";"<E>";"-";"-";"garder";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a gardé une cicatrice de l'accident"
"144";"~";"~";"~";"<E>";"-";"-";"garder";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"pour";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max garde du fric pour ses vacances"
"145";"-";"-";"-";"<E>";"-";"-";"garer";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"de";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"?";"Max a garé sa fortune des aléas de la bourse"
"146";"-";"-";"-";"<E>";"-";"-";"grappiller";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a grappillé une bonne heure sur son horaire de travail"
"147";"-";"-";"-";"<E>";"-";"-";"gratter";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"sur";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"<E>";"?";"<E>";"Max a gratté un peu d'argent sur le prix"
"148";"~";"~";"~";"<E>";"-";"-";"grimer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On a grimé Léa en clown"
"149";"~";"~";"~";"<E>";"-";"-";"guérir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"(Max+Ce traitement)a guéri Luc de la coqueluche"
"150";"~";"~";"~";"<E>";"-";"-";"habiller";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max habille sa fille en nonne"
"151";"-";"-";"+";"<E>";"-";"-";"honorer";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"de";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"honneur";"Max honore Luc de sa confiance"
"152";"~";"~";"~";"<E>";"-";"-";"hypothéquer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"pour";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a hypothéqué son château pour une belle somme"
"153";"~";"~";"~";"<E>";"-";"-";"identifier";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"comme";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a identifié Luc comme(E+étant)le voleur"
"154";"-";"-";"+";"<E>";"-";"-";"imiter";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"<E>";"<E>";"imitation";"On imite le cuir par du plastique"
"155";"-";"-";"-";"<E>";"-";"-";"immuniser";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"+";"+";"contre";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"Ce vaccin vous immunise contre la rage"
"156";"-";"-";"-";"<E>";"-";"-";"imposer";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"comme";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"<E>";"<E>";"<E>";"Ses travaux ont imposé Max comme le meilleur"
"157";"-";"-";"+";"<E>";"-";"-";"inaugurer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"par";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a inauguré la nouvelle année par une cuite"
"158";"~";"~";"~";"<E>";"-";"-";"incarner";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"pour";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Cet homme incarne le progrés(pour+aux yeux de)Max"
"159";"-";"-";"+";"<E>";"-";"-";"incarner";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"dans";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max a incarné cette idée dans son oeuvre"
"160";"-";"-";"-";"<E>";"-";"-";"indexer";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"index";"On indexera l'emprunt sur le cours de l'or"
"161";"-";"-";"-";"<E>";"-";"-";"infatuer";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"de";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Son éducation a infatué Léa de politique"
"162";"~";"~";"~";"<E>";"-";"-";"informer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a informé Luc sur cette question"
"163";"~";"~";"~";"<E>";"-";"-";"initier";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";" Initier un processus par une action d'éclat"
"164";"~";"~";"~";"<E>";"-";"-";"inoculer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"contre";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On a inoculer les enfants contre la variole"
"165";"~";"~";"~";"<E>";"-";"-";"instruire";"+";"-";"~";"+";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a instruit Luc sur cette question"
"166";"-";"-";"-";"<E>";"-";"-";"insurger";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"contre";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Cette mesure a insurgé les parisiens contre l'autorité"
"167";"~";"~";"~";"<E>";"-";"-";"intenter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"contre";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max intente une action contre Luc"
"168";"-";"-";"-";"<E>";"-";"-";"interroger";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"en";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"<E>";"<E>";"<E>";"Max interroge les élèves en math"
"169";"-";"-";"-";"<E>";"-";"-";"interroger";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"sur";"+";"-";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max interroge Luc sur son travail"
"170";"-";"-";"+";"<E>";"-";"-";"interrompre";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a interrompu le cours par des interventions continuelles"
"171";"-";"-";"+";"<E>";"-";"-";"introduire";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"par";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"introduction";"Max a introduit la question par des remarques générales"
"172";"~";"~";"~";"<E>";"-";"-";"jeter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"chez";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Son départ a jeté la pagaille chez les invités"
"173";"-";"-";"-";"<E>";"-";"-";"jouer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"Luc joue 100 francs(dans cette course+sue ce cheval)"
"174";"-";"-";"-";"<E>";"-";"-";"jouer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a joué sa réputation sur cette décision"
"175";"~";"~";"~";"<E>";"-";"-";"juger";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max juge Ida sur sa mine"
"176";"-";"-";"-";"<E>";"-";"-";"lâcher";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max lâche les chiens contre Paul"
"177";"-";"-";"-";"<E>";"-";"-";"lancer";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max lance les flics contre les grévistes"
"178";"~";"~";"~";"<E>";"-";"-";"lancer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On a lancé Max sur l'immigration"
"179";"-";"-";"-";"<E>";"-";"-";"lever";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Ces mesures iniques ont levé le peuple contre le tyran"
"180";"-";"-";"-";"<E>";"-";"-";"lire";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"comme";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a lu le mot 'voler' dans le sens 'dérober'"
"181";"-";"-";"-";"<E>";"-";"-";"maquiller";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"en";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Ida maquille Flo en clown"
"182";"~";"~";"~";"<E>";"-";"-";"marquer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"on a marqué ce jour par une fête"
"183";"~";"~";"~";"<E>";"-";"-";"matérialiser";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max matérialise sa réussite par de grosses voitures"
"184";"~";"~";"~";"<E>";"-";"-";"menacer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max menace Luc de son fusil"
"185";"-";"-";"-";"<E>";"-";"-";"mésallier";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"avec";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a mésallié sa fille avec un Hun"
"186";"-";"-";"-";"<E>";"-";"-";"métamorphoser";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"+";"+";"en";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Merlin a métamorphosé le carrosse en citrouille"
"187";"-";"-";"-";"<E>";"-";"-";"miser";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"sur";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"<E>";"mise";"<E>";"Max a misé une grosse somme sur(ce cheval+Luc)"
"188";"-";"-";"-";"<E>";"-";"-";"mithridater";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"+";"contre";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"Ce traitement a mithridaté Paul contre la cigüe"
"189";"~";"~";"~";"<E>";"-";"-";"mithridatiser";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"contre";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Un traitement adéquat l'a mithridatisé contre la ciguë"
"190";"~";"~";"~";"<E>";"-";"-";"mobiliser";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On va mobiliser les masses sur ce thème"
"191";"-";"-";"-";"<E>";"-";"-";"modeler";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"<E>";"<E>";"modèle";"Max modèle son attitude sur celle de Luc"
"192";"-";"-";"+";"<E>";"-";"-";"moduler";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"selon";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"La compagnie module les tarifs selon les risques"
"193";"-";"-";"-";"<E>";"-";"-";"monnayer";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"contre";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"monnaie";"Max monnaie ses services contre des avantages en nature"
"194";"-";"-";"-";"<E>";"-";"-";"monter";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"contre";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"(Max+Cette attitude) monte Luc contre Ida"
"195";"~";"~";"~";"<E>";"-";"-";"motiver";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max motive son action par plusieurs arguments"
"196";"-";"-";"-";"<E>";"-";"-";"mouler";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"sur";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"<E>";"<E>";"moule";"Max a moulé son attitude sur celle d'Ida"
"197";"-";"+";"-";"<E>";"-";"-";"muer";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"+";"+";"en";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"La pluie a mué le drapeau en serpillière"
"198";"-";"-";"-";"<E>";"-";"-";"mutiner";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"+";"contre";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"mutin";"<E>";"Max a mutiné ses hommes contre le chef"
