"<ID>";"<ENT>Ppv";"Ppv =: se figé";"Ppv =: en figé";"<ENT>V";"Aux =: avoir";"Aux =: être";"N0 être Vpp";"N0 V";"N0 être Vpp W";"N0 V V0-inf W";"Tp = Tc";"Vc =: avoir";"Vc =: être";"Vc =: devoir";"Vc =: pouvoir";"Vc =: savoir";"Vc =: vouloir";"Vc =: aimer";"où N0 V-il ?";"Prép V0-inf W = Ppv";"Loc N1 = ici";"Loc N1 = là";"Loc N1 =: à N1";"Loc N1 =: dans N1";"Loc N1 =: de N1";"Loc N1 =: de V0-inf W";"<OPT>";"<ENGLISH>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"109";"<E>";"-";"-";"nager";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"Max nage retrouver ses amis";"to swim";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"110";"<E>";"-";"-";"obliquer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max oblique vers la droite se garer";"to turn off"
"111";"<E>";"-";"-";"onduler";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Paul ondule vers le bar se chercher un scotch";"to wave"
"112";"<E>";"-";"-";"pagayer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"Max pagaye retrouver ses copains";"to paddle"
"113";"<E>";"-";"-";"partir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max part prévenir ses amis";"to go over"
"114";"<E>";"-";"-";"passer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max est passé à la maison prendre un paquet";"?"
"115";"<E>";"-";"-";"patiner";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"Max patine retrouver ses copains";"to skate"
"116";"<E>";"-";"-";"pédaler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max pédale prévenir ses amis";"to pedal"
"117";"<E>";"-";"-";"pénétrer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max pénètre dans la pièce prévenir ses amis";"to enter"
"118";"<E>";"-";"-";"pirouetter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"Le clown pirouette rejoindre son compagnon";"to pirouette"
"119";"<E>";"-";"-";"planer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"L'avion plane rejoindre l'aéroport";"to glide"
"120";"<E>";"-";"-";"plonger";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max plonge pour cette entreprise (plongée)";"to get the rap"
"121";"<E>";"-";"-";"plonger";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"Max plonge dans la rivière sauver Ida (plongeon)";"to dive"
"122";"se";"+";"-";"pointer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max se pointe chercher son sac";"to arrive"
"123";"se";"+";"-";"porter";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max s'est porté sur le devant de la scène";"?"
"124";"se";"+";"-";"poser";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"L'avion se pose refaire son plein";"to land"
"125";"se";"+";"-";"précipiter";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max se précipite regarder le spectacle";"?"
"126";"se";"+";"-";"présenter";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est présenté à la mairie retirer ses papiers";"?"
"127";"se";"+";"-";"presser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"La foule se presse contre la grille admirer le défilé";"?"
"128";"se";"+";"-";"propager";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max s'est propagé partout répandre de fausses nouvelles";"?"
"129";"<E>";"-";"-";"radiner";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max radine chercher son blé";"to rejoin"
"130";"se";"+";"-";"radiner";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se radine chercher son blé";"to rejoin"
"131";"se";"+";"-";"ramener";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"+";"+";"+";"Max s'est ramené boire un coup";"?"
"132";"<E>";"-";"-";"ramer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"Max rame prévenir ses amis";"to row"
"133";"<E>";"-";"-";"ramper";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"Max rampe jusqu'au camp prévenir ses amis";"to crawl"
"134";"<E>";"-";"-";"rappliquer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max rapplique chez Bob toucher son blé";"to turn up"
"135";"se";"+";"-";"rappliquer";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est rappliqué chez Bob toucher son fric";"to turn up"
"136";"se";"+";"-";"rapprocher";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"Max se rapproche de la barrière voir le défilé";"?"
"137";"se";"+";"-";"rassembler";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Les gens se rassemblent à la fenêtre regarder le défilé";"?"
"138";"<E>";"-";"-";"rayonner";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"Les estafettes rayonnent prévenir les avant-postes";"to radiate"
"139";"<E>";"-";"-";"reculer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"Max recule voir ce que fait Luc";"to move back"
"140";"<E>";"-";"-";"redescendre";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max est redescendu acheter du pain";"to come down again";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"141";"<E>";"-";"-";"refluer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"La foule reflue (vers la sortie+chercher une issue)";"to surge back"
"142";"se";"+";"-";"réfugier";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max se réfugie à l'étranger continuer l'action";"?"
"143";"<E>";"-";"-";"relâcher";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"(Max+le marin) relâche dans ce port décharger le coke";"to put into"
"144";"se";"+";"-";"relever";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est relevé de son fauteuil pisser";"?"
"145";"<E>";"-";"-";"remonter";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max est remonté dans sa chambre se reposer";"to come back up";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"146";"se";"+";"-";"rendre";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max s'est rendu à Paris chercher du travail";"?"
"147";"<E>";"-";"-";"rentrer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max rentre de travailler";"to come back"
"148";"se";"+";"-";"répandre";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"La foule s'est répandue sur la place écouter l'orateur";"?"
"149";"<E>";"-";"-";"reparaître";"+";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Paul reparaît (réclamer son dû+à la maison)";"?"
"150";"<E>";"-";"-";"repartir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max repart dans la rue acheter du pain";"to start off again"
"151";"<E>";"-";"-";"repasser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max repassera chercher du pain chez Luc";"to come back"
"152";"se";"+";"-";"replier";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Les soldats se replient protéger la ville";"?"
"153";"<E>";"-";"-";"repter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"le boa repta avaler(la brebis+sur le sol+vers la sortie)";"to crawl"
"154";"<E>";"-";"-";"ressortir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"+";"Max est ressorti acheter du pain";"to leave again"
"155";"<E>";"-";"-";"ressurgir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Paul ressurgit nous faire des problèmes";"?"
"156";"<E>";"-";"-";"rester";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"Max est resté chez lui se soigner";"to stay"
"157";"se";"+";"-";"retirer";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se retire méditer";"?"
"158";"<E>";"-";"-";"retourner";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max retourne acheter du pain";"to go back"
"159";"s'en";"+";"+";"retourner";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max s'en retourne acheter du vin";"?"
"160";"s'en";"+";"+";"revenir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"Paul s'en revient retrouver sa famille";"?"
"161";"<E>";"-";"-";"revenir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"Max revient fermer la porte";"to come back"
"162";"<E>";"-";"-";"riper";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max a ripé chercher du secours";"?"
"163";"<E>";"-";"-";"rouler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max roule vers la côte retrouver Ida";"to drive"
"164";"se";"+";"-";"ruer";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max se rue sur Ida lui prendre son sac";"?"
"165";"<E>";"-";"-";"rusher";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Les gens ont rushé vers la sortie";"to rush"
"166";"<E>";"-";"-";"sauter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max a sauté dans le fossé éteindre la mèche";"to jump"
"167";"<E>";"-";"-";"sautiller";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"Max sautille attraper un papillon";"?"
"168";"se";"+";"-";"sauver";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se sauve retrouver ses complices";"?"
"169";"se";"+";"-";"sauver";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max se sauve boire un coup";"?"
"170";"<E>";"-";"-";"skier";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"Max skie retrouver Ida";"?"
"171";"<E>";"-";"-";"slalomer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max a slalomé entre les tables retrouver Ida";"?"
"172";"<E>";"-";"-";"sortir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max est sorti pisser";"to go out"
"173";"<E>";"-";"-";"spiraler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"L'avion spirale (vers le sol+sur l'objectif)";"to spiral"
"174";"<E>";"-";"-";"sprinter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max a sprinté rejoindre son groupe";"to sprint"
"175";"<E>";"-";"-";"surfer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"Max surfe retrouver ses amis";"to go surfing"
"176";"<E>";"-";"-";"surgir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"Max surgit prévenir ses copains";"to appear suddently"
"177";"se";"+";"-";"tailler";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max s'est taillé prévenir ses copains";"?"
"178";"<E>";"-";"-";"tanguer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max tangue vers le bar se resservir";"?"
"179";"se";"+";"-";"tirer";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max s'est tiré (retrouver Ida+à Paris)";"?"
"180";"<E>";"-";"-";"tituber";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"Max titube vers la porte prendre l'air";"?"
"181";"<E>";"-";"-";"tourner";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max tourne prendre le périphérique";"?"
"182";"<E>";"-";"-";"tracer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"Max a tracé (vers la sortie+retrouver Ida)";"to shift"
"183";"se";"+";"-";"traîner";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max se traîne (E+à la fenêtre) appeler à l'aide";"?"
"184";"<E>";"-";"-";"tricoter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"-";"-";"Max a tricoté rejoindre ses amis";"to twiddle"
"185";"se";"+";"-";"trisser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Bob a trissé prévenir ses potes*";"?"
"186";"se";"+";"-";"trisser";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max se trisse prévenir ses potes*";"?"
"187";"<E>";"-";"-";"trotter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"Léa trotte au bar prendre un verre";"to trot about"
"188";"se";"+";"-";"trotter";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est trotté retrouver ses copains";"to trot about"
"189";"<E>";"-";"-";"trottiner";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"Max trottine au bar prendre un verre";"to trot about"
"190";"<E>";"-";"-";"venir";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"Max vient chez Luc déjeuner";"to come"
"191";"<E>";"-";"-";"virer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"L'avion a viré s'aligner sur la piste";"to turn"
"192";"se";"+";"-";"volatiliser";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'est volatilisé de la pièce retrouver Ida";"to vanish"
"193";"<E>";"-";"-";"voler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"-";"-";"Max vole chercher Ida";"to fly"
"194";"<E>";"-";"-";"voltiger";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Le trapéziste voltige attraper la barre";"to flutter about"
"195";"<E>";"-";"-";"zigzaguer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"Max zigzague au bar se verser un verre";"to zigzag"

