"<ID>";"N0 =: Nhum";"N0 =: Nnr";"N0 =: le fait Qu P";"N0 =: V1-inf W";"N0 =: V2-inf W";"<ENT>Ppv";"<ENT>V";"Aux =: avoir";"Aux =: être";"N0 V";"N0 V N1";"N1 =: Nhum";"N1 =: N-hum";"N0 V N2";"N0 V N2 =: N0 V Qu Psubj";"N0 être V-ant pour N1";"N1 se V de ce Qu P";"N1 se V auprès de N3hum de ce Qu P";"N1 être Vpp par N0";"N1 être Vpp de N0";"N0 V Prép N2";"N2 =: Qu Pind";"N2 =: Qu Psubj";"Prép N2 =: Prép ce Qu P = Qu P";"N2 =: si P ou si P";"N2 =: V0-inf W";"N2 =: V1-inf W";"Tc =: passé";"Tc =: futur";"N2 =: ce(ci+la)";"Prép N2 =: Prép Qu P = Ppv";"N2 =: Nhum";"N2 =: N-hum";"N2 =: le fait Qu P";"il être Vpp Prép N2 (E+par N0)";"N1 être Vpp par N0 de ce Qu P";"N1 être Vpp de N0 de ce Qu P";"<OPT>";"<ENGLISH>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"+";"-";"-";"-";"-";"<E>";"honorer";"+";"-";"-";"+";"+";"-";"+";"+";"+";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"+";"Max honore Luc d'avoir réussi";"?"
"85";"+";"-";"-";"-";"-";"<E>";"houspiller";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"Max houspille Marie(de ce qu'elle est+d'être)partie";"to scold"
"86";"+";"-";"-";"-";"-";"<E>";"huer";"+";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"Max a hué le gardien d'avoir raté la balle";"to boo"
"87";"+";"+";"+";"+";"-";"<E>";"incriminer";"+";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"-";"Max incrimine Léa de ce que la porte est ouverte";"to incriminate"
"88";"+";"+";"+";"+";"-";"<E>";"inculper";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"On a inculpé Max d'avoir commis ce crime";"to charge"
"89";"+";"+";"+";"+";"-";"<E>";"indemniser";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"On a indemnisé Max de ce que sa maison ait été incendiée";"to indemnify"
"90";"+";"+";"+";"+";"-";"<E>";"informer";"+";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Max informe Léa(E+de ce que)la porte restera close";"to inform"
"91";"+";"-";"-";"-";"-";"<E>";"injurier";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"Max injurie Luc de l'avoir laissé tomber";"to insult"
"92";"+";"+";"+";"+";"-";"<E>";"innocenter";"+";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Le juge a innocenté Max d'avoir été complice de ce crime";"to clear"
"93";"+";"+";"+";"+";"-";"<E>";"instruire";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"Jo a instruit Luc de ce que les choses changeront";"to inform"
"94";"+";"-";"-";"-";"-";"<E>";"invectiver";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max invective Léa de ce qu'elle a trop bu";"to hurl"
"95";"+";"-";"-";"-";"-";"<E>";"jalouser";"+";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"+";"Max jalouse Luc de pouvoir séduire les femmes";"to be jaleous of"
"96";"+";"+";"+";"+";"-";"<E>";"justifier";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"(Jean+Cette affaire) justifie Paul d 'avoir pris une décision";"to justify"
"97";"+";"+";"+";"+";"+";"<E>";"lasser";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"Qu'il reste incompris lasse Max de continuer ses recherches";"to tire"
"98";"+";"+";"+";"+";"-";"<E>";"laver";"+";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Ce témoignage a lavé Max d'avoir commis ce crime";"to clear"
"99";"+";"+";"+";"+";"+";"<E>";"libérer";"+";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"+";"-";"-";"+";"-";"Qu'Ida soit partie libère Max d'avoir a faire la vaisselle";"to free"
"100";"+";"-";"-";"-";"-";"<E>";"louanger";"+";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max louange Flo de ce qu'elle parle bien";"to praise"
"101";"+";"-";"-";"-";"-";"<E>";"louer";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"+";"Max loue Flo de ce que tout est en ordre";"to praise"
"102";"+";"-";"-";"-";"-";"<E>";"maudire";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"+";"Max maudit Ida de ce que Luc soit parti";"to curse"
"103";"+";"-";"-";"-";"-";"<E>";"menacer";"+";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"-";"Max menace Ida de la frapper";"to threaten"
"104";"+";"-";"-";"-";"-";"<E>";"morigéner";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"+";"Max morigène Ida de ce que tout est en désordre";"to take to task"
"105";"+";"+";"+";"+";"-";"<E>";"pardonner";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"+";"Max pardonne Léa(d'être revenue+de ses fautes)";"to forgive"
"106";"+";"+";"+";"+";"-";"<E>";"payer";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max a payé Luc de ce qu'il s'était donné du mal";"to reward"
"107";"+";"+";"+";"+";"-";"<E>";"pénaliser";"+";"-";"+";"+";"+";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"On a pénalisé Max de ce que tout était en désordre";"to penalize"
"108";"+";"+";"+";"+";"-";"<E>";"pénétrer";"+";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Ceci a pénétré Max de ce que sa mission était importante";"to fill"
"109";"+";"-";"-";"-";"-";"<E>";"persifler";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"+";"Max persifle Luc de ce qu'il porte des bas";"to mock"
"110";"+";"+";"+";"+";"-";"<E>";"persuader";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Max persuade Luc(E+de ce)qu'il fait beau";"to persuade"
"111";"+";"-";"-";"-";"-";"<E>";"plaindre";"+";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"+";"Max plaint Luc de ce qu'il soit si malheureux";"to pity"
"112";"+";"-";"-";"-";"-";"<E>";"plaisanter";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"-";"Max plaisante Ida de ce qu'elle porte un chapeau";"to tease"
"113";"+";"+";"+";"+";"-";"<E>";"préaviser";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Max a préavisé Luc de ce qu'il aurait à partir";"to give notice"
"114";"-";"+";"+";"+";"-";"<E>";"prémunir";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"Son éducation a prémuni Max de mal tourner";"to protect"
"115";"+";"+";"+";"+";"-";"<E>";"préserver";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"Cette loi préserve Luc de ce qu'il ait à payer les impôts";"to protect"
"116";"+";"+";"+";"+";"-";"<E>";"prévenir";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Max a prévenu Léa de ce qu'elle devrait être à l'heure";"to inform"
"117";"+";"-";"-";"-";"-";"<E>";"prier";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"Max prie Léa de laisser tranquille";"to beseech"
"118";"+";"+";"+";"+";"+";"<E>";"priver";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"+";"-";"-";"+";"-";"Cette punition a privé Max de ce qu'il puisse venir";"to deprive"
"119";"-";"+";"+";"+";"+";"<E>";"protéger";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"Son éducation protège Max de faire ce genre d'écart";"to protect"
"120";"+";"+";"+";"+";"-";"<E>";"punir";"+";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"On a puni Jo de ce qu'il ait commis ce crime";"to punish"
"121";"+";"-";"-";"-";"-";"<E>";"quereller";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max querelle Ida de ce qu'elle arrive en retard";"to scold"
"122";"+";"-";"-";"-";"-";"<E>";"rabrouer";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max rabroue Ida de ce qu'elle est en retard";"to rebuff"
"123";"+";"+";"+";"+";"-";"<E>";"racheter";"+";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"Ceci rachète Max de ce qu'il ait commis des fautes";"to expiate"
"124";"+";"-";"-";"-";"-";"<E>";"railler";"+";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"+";"+";"Max raille Luc de ce qu'il a voté";"to jeer at"
"125";"+";"+";"+";"+";"-";"<E>";"récompenser";"+";"-";"+";"+";"+";"-";"+";"-";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"+";"Max a récompensé Luc de ce qu'il a fait la vaisselle";"to reward"
"126";"+";"+";"+";"+";"-";"<E>";"réconforter";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"+";"Max réconforte Luc de ce qu'il a échoué";"to comfort"
"127";"+";"+";"+";"+";"-";"<E>";"refroidir";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"Que Léa ait échoué la refroidit de travailler";"to put off"
"128";"+";"-";"-";"-";"-";"<E>";"relever";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"On a relevé Paul de cette corvée";"to relieve"
"129";"+";"+";"+";"+";"-";"<E>";"rembourser";"+";"-";"-";"+";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"-";"Max a remboursé Luc de ce qu'il avait travaillé pour lui";"to pay back"
"130";"+";"-";"-";"-";"-";"<E>";"remercier";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"+";"Max remercie Luc de ce qu'il lui a rendu service";"to thank"
"131";"+";"+";"+";"+";"-";"<E>";"remettre";"+";"-";"+";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Les soins de Léa l'ont remis de ce qu'Ida l'avait quitté";"to cure"
"132";"+";"+";"+";"+";"-";"<E>";"remonter";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max a remonté Ida de ce qu'elle était déprimée";"to buck up"
"133";"+";"+";"+";"+";"-";"<E>";"remplir";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Son éducation a rempli (l'esprit de+E)Max de ce qu'il fallait travailler";"to fill"
"134";"+";"+";"+";"+";"-";"<E>";"repaître";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"-";"-";"Ida se repaît de ce que Luc est en difficulté";"to feed on"
"135";"-";"+";"+";"+";"+";"<E>";"reposer";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"Ceci repose Max de travailler";"to rest"
"136";"+";"-";"-";"-";"-";"<E>";"réprimander";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"Max a réprimandé Luc de s'être absenté";"to reprimand"
"137";"+";"+";"+";"+";"-";"<E>";"retenir";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"Max a retenu Léa de faire une bêtise";"to keep"
"138";"+";"+";"+";"+";"-";"<E>";"rétribuer";"+";"-";"+";"+";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"-";"+";"-";"On rétribue Max de ce qu'il fournit un travail";"to pay"
"139";"+";"+";"+";"+";"+";"<E>";"sauvegarder";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"+";"+";"-";"+";"-";"Cette mesure sauvegardera Max d'attraper cette maladie";"to save"
"140";"+";"+";"+";"+";"+";"<E>";"sauver";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"+";"+";"+";"+";"-";"-";"+";"-";"Max a sauvé Léa de ce qu'elle ait à travailler";"to save"
"141";"+";"-";"-";"-";"-";"<E>";"semoncer";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"Max a semoncé Ida de ce que tout était en vrac";"to reprimand"
"142";"+";"-";"-";"-";"-";"<E>";"sermonner";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"+";"Max a sermonné Ida de ce qu'elle était en retard";"to sermonize"
"143";"+";"+";"+";"+";"+";"<E>";"sevrer";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"-";"-";"+";"-";"Son déménagement sèvre Max de voir ses copains";"to deprive"
"144";"+";"-";"-";"-";"-";"<E>";"siffler";"+";"-";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"+";"Le public a sifflé l'acteur de ce qu'il a mal joué";"to boo"
"145";"+";"-";"-";"-";"-";"<E>";"sommer";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"Max somme Ida de partir";"to enjoin"
"146";"+";"+";"+";"+";"-";"<E>";"soulager";"+";"-";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"Max a soulagé Ida de ce qu'elle ait à tout faire";"to relieve"
"147";"+";"-";"-";"-";"-";"<E>";"soupçonner";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"+";"Max soupçonne Ida d'avoir bu";"to suspect"
"148";"+";"-";"-";"-";"-";"<E>";"supplier";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"Max supplie Léa de revenir";"to implore"
"149";"+";"-";"-";"-";"-";"<E>";"suspecter";"+";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"+";"-";"+";"+";"Max suspecte que Léa ait trahi";"to suspect"
"150";"+";"-";"-";"-";"-";"<E>";"tancer";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"-";"+";"-";"Max a tancé Ida vertement de ce qu'elle a bu";"to berate"
"151";"+";"-";"-";"-";"-";"<E>";"taquiner";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"+";"-";"Max taquine Ida de ce qu'elle boit";"to tease"
"152";"+";"+";"+";"+";"-";"<E>";"taxer";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"-";"+";"-";"Max a taxé Ida d'être incompétente";"to call"
"153";"+";"-";"-";"-";"-";"<E>";"vanner";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"+";"-";"+";"+";"Max vanne Léa de ce qu'elle se teint les poils";"to tease"
"154";"+";"+";"+";"+";"-";"<E>";"venger";"+";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"Max a vengé Ida de ce qu'on l'avait insultée";"to avenge"
"155";"+";"+";"+";"+";"-";"<E>";"vider";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"+";"-";"Max a vidé son esprit de ce que Ida le quittait";"to rest"

